,EntryID,Reaction,Buffer,ECNumber,CellularLocation,UniProtKB_AC,Tissue,Enzyme Variant,Enzymename,Organism,Temperature,pH,Activator,Cofactor,Inhibitor,KeggReactionID,KineticMechanismType,Other Modifier,parameter.type,parameter.associatedSpecies,parameter.startValue,parameter.endValue,parameter.standardDeviation,parameter.unit,Pathway,Product,PubMedID,Publication,Rate Equation,SabioReactionID,Substrate
12,53406,L-Glutamate + NADP+ = NADPH + 2-Oxoglutarate + L-Glutamine + H+,"[50 mM potassium phosphate, 50 mM potassium phosphate]",1.4.1.13,"[unknown, unknown, unknown, unknown, unknown, unknown, unknown]",P39812;O34399;P39812,-,wildtype,glutamate synthase (NADPH),Bacillus subtilis,30.0,7.8, , , ,R00114,Michaelis-Menten, ,concentration,2-Oxoglutarate,5e-06,4e-05,-,M,Microbial metabolism in diverse environments,L-Glutamate;NADP+,3011766.0,"Matsuoka K, Kimura K: Glutamate synthase from Bacillus subtilis PCI 219, J Biochem 1986 (99) , 1087-100",Vmax*S/(Km+S),694,H+;2-Oxoglutarate;L-Glutamine;NADPH
13,53406,L-Glutamate + NADP+ = NADPH + 2-Oxoglutarate + L-Glutamine + H+,"[50 mM potassium phosphate, 50 mM potassium phosphate]",1.4.1.13,"[unknown, unknown, unknown, unknown, unknown, unknown, unknown]",P39812;O34399;P39812,-,wildtype,glutamate synthase (NADPH),Bacillus subtilis,30.0,7.8, , , ,R00114,Michaelis-Menten, ,Vmax, , , ,-,-,Microbial metabolism in diverse environments,L-Glutamate;NADP+,3011766.0,"Matsuoka K, Kimura K: Glutamate synthase from Bacillus subtilis PCI 219, J Biochem 1986 (99) , 1087-100",Vmax*S/(Km+S),694,H+;2-Oxoglutarate;L-Glutamine;NADPH
14,53407,L-Glutamate + NADP+ = NADPH + 2-Oxoglutarate + L-Glutamine + H+,"[50 mM potassium phosphate, 50 mM potassium phosphate]",1.4.1.13,"[unknown, unknown, unknown, unknown, unknown, unknown, unknown]",P39812;O34399;P39812,-,wildtype,glutamate synthase (NADPH),Bacillus subtilis,30.0,7.8, , , ,R00114,Michaelis-Menten, ,concentration,L-Glutamine,0.002, ,-,M,Microbial metabolism in diverse environments,L-Glutamate;NADP+,3011766.0,"Matsuoka K, Kimura K: Glutamate synthase from Bacillus subtilis PCI 219, J Biochem 1986 (99) , 1087-100",Vmax*S/(Km+S),694,H+;L-Glutamine;2-Oxoglutarate;NADPH
15,53407,L-Glutamate + NADP+ = NADPH + 2-Oxoglutarate + L-Glutamine + H+,"[50 mM potassium phosphate, 50 mM potassium phosphate]",1.4.1.13,"[unknown, unknown, unknown, unknown, unknown, unknown, unknown]",P39812;O34399;P39812,-,wildtype,glutamate synthase (NADPH),Bacillus subtilis,30.0,7.8, , , ,R00114,Michaelis-Menten, ,concentration,2-Oxoglutarate,5e-06,4e-05,-,M,Microbial metabolism in diverse environments,L-Glutamate;NADP+,3011766.0,"Matsuoka K, Kimura K: Glutamate synthase from Bacillus subtilis PCI 219, J Biochem 1986 (99) , 1087-100",Vmax*S/(Km+S),694,H+;L-Glutamine;2-Oxoglutarate;NADPH
16,53407,L-Glutamate + NADP+ = NADPH + 2-Oxoglutarate + L-Glutamine + H+,"[50 mM potassium phosphate, 50 mM potassium phosphate]",1.4.1.13,"[unknown, unknown, unknown, unknown, unknown, unknown, unknown]",P39812;O34399;P39812,-,wildtype,glutamate synthase (NADPH),Bacillus subtilis,30.0,7.8, , , ,R00114,Michaelis-Menten, ,Vmax, , , ,-,-,Microbial metabolism in diverse environments,L-Glutamate;NADP+,3011766.0,"Matsuoka K, Kimura K: Glutamate synthase from Bacillus subtilis PCI 219, J Biochem 1986 (99) , 1087-100",Vmax*S/(Km+S),694,H+;L-Glutamine;2-Oxoglutarate;NADPH
17,53407,L-Glutamate + NADP+ = NADPH + 2-Oxoglutarate + L-Glutamine + H+,"[50 mM potassium phosphate, 50 mM potassium phosphate]",1.4.1.13,"[unknown, unknown, unknown, unknown, unknown, unknown, unknown]",P39812;O34399;P39812,-,wildtype,glutamate synthase (NADPH),Bacillus subtilis,30.0,7.8, , , ,R00114,Michaelis-Menten, ,Km,2-Oxoglutarate,1.3000000000000001e-05, ,-,M,Microbial metabolism in diverse environments,L-Glutamate;NADP+,3011766.0,"Matsuoka K, Kimura K: Glutamate synthase from Bacillus subtilis PCI 219, J Biochem 1986 (99) , 1087-100",Vmax*S/(Km+S),694,H+;L-Glutamine;2-Oxoglutarate;NADPH
18,53408,L-Glutamate + NADP+ = NADPH + 2-Oxoglutarate + L-Glutamine + H+,"[50 mM potassium phosphate, 50 mM potassium phosphate]",1.4.1.13,"[unknown, unknown, unknown, unknown, unknown, unknown, unknown]",P39812;O34399;P39812,-,wildtype,glutamate synthase (NADPH),Bacillus subtilis,30.0,7.8, , , ,R00114,Michaelis-Menten, ,Km,L-Glutamine,0.000102, ,-,M,Microbial metabolism in diverse environments,NADP+;L-Glutamate,3011766.0,"Matsuoka K, Kimura K: Glutamate synthase from Bacillus subtilis PCI 219, J Biochem 1986 (99) , 1087-100",Vmax*S/(Km+S),694,NADPH;H+;2-Oxoglutarate;L-Glutamine
19,53408,L-Glutamate + NADP+ = NADPH + 2-Oxoglutarate + L-Glutamine + H+,"[50 mM potassium phosphate, 50 mM potassium phosphate]",1.4.1.13,"[unknown, unknown, unknown, unknown, unknown, unknown, unknown]",P39812;O34399;P39812,-,wildtype,glutamate synthase (NADPH),Bacillus subtilis,30.0,7.8, , , ,R00114,Michaelis-Menten, ,concentration,L-Glutamine,4e-05,0.0004,-,M,Microbial metabolism in diverse environments,NADP+;L-Glutamate,3011766.0,"Matsuoka K, Kimura K: Glutamate synthase from Bacillus subtilis PCI 219, J Biochem 1986 (99) , 1087-100",Vmax*S/(Km+S),694,NADPH;H+;2-Oxoglutarate;L-Glutamine
20,53408,L-Glutamate + NADP+ = NADPH + 2-Oxoglutarate + L-Glutamine + H+,"[50 mM potassium phosphate, 50 mM potassium phosphate]",1.4.1.13,"[unknown, unknown, unknown, unknown, unknown, unknown, unknown]",P39812;O34399;P39812,-,wildtype,glutamate synthase (NADPH),Bacillus subtilis,30.0,7.8, , , ,R00114,Michaelis-Menten, ,Vmax, , , ,-,-,Microbial metabolism in diverse environments,NADP+;L-Glutamate,3011766.0,"Matsuoka K, Kimura K: Glutamate synthase from Bacillus subtilis PCI 219, J Biochem 1986 (99) , 1087-100",Vmax*S/(Km+S),694,NADPH;H+;2-Oxoglutarate;L-Glutamine
21,53408,L-Glutamate + NADP+ = NADPH + 2-Oxoglutarate + L-Glutamine + H+,"[50 mM potassium phosphate, 50 mM potassium phosphate]",1.4.1.13,"[unknown, unknown, unknown, unknown, unknown, unknown, unknown]",P39812;O34399;P39812,-,wildtype,glutamate synthase (NADPH),Bacillus subtilis,30.0,7.8, , , ,R00114,Michaelis-Menten, ,concentration,NADPH,0.0002, ,-,M,Microbial metabolism in diverse environments,NADP+;L-Glutamate,3011766.0,"Matsuoka K, Kimura K: Glutamate synthase from Bacillus subtilis PCI 219, J Biochem 1986 (99) , 1087-100",Vmax*S/(Km+S),694,NADPH;H+;2-Oxoglutarate;L-Glutamine
22,53409,L-Glutamate + NADP+ = NADPH + 2-Oxoglutarate + L-Glutamine + H+,"[50 mM potassium phosphate, 50 mM potassium phosphate]",1.4.1.13,"[unknown, unknown, unknown, unknown, unknown, unknown, unknown]",P39812;O34399;P39812,-,wildtype,glutamate synthase (NADPH),Bacillus subtilis,30.0,7.8, , , ,R00114,Michaelis-Menten, ,concentration,NADPH,5e-06,2e-05,-,M,Microbial metabolism in diverse environments,NADP+;L-Glutamate,3011766.0,"Matsuoka K, Kimura K: Glutamate synthase from Bacillus subtilis PCI 219, J Biochem 1986 (99) , 1087-100",Vmax*S/(Km+S),694,NADPH;H+;L-Glutamine;2-Oxoglutarate
23,53409,L-Glutamate + NADP+ = NADPH + 2-Oxoglutarate + L-Glutamine + H+,"[50 mM potassium phosphate, 50 mM potassium phosphate]",1.4.1.13,"[unknown, unknown, unknown, unknown, unknown, unknown, unknown]",P39812;O34399;P39812,-,wildtype,glutamate synthase (NADPH),Bacillus subtilis,30.0,7.8, , , ,R00114,Michaelis-Menten, ,concentration,2-Oxoglutarate,0.001, ,-,M,Microbial metabolism in diverse environments,NADP+;L-Glutamate,3011766.0,"Matsuoka K, Kimura K: Glutamate synthase from Bacillus subtilis PCI 219, J Biochem 1986 (99) , 1087-100",Vmax*S/(Km+S),694,NADPH;H+;L-Glutamine;2-Oxoglutarate
24,53409,L-Glutamate + NADP+ = NADPH + 2-Oxoglutarate + L-Glutamine + H+,"[50 mM potassium phosphate, 50 mM potassium phosphate]",1.4.1.13,"[unknown, unknown, unknown, unknown, unknown, unknown, unknown]",P39812;O34399;P39812,-,wildtype,glutamate synthase (NADPH),Bacillus subtilis,30.0,7.8, , , ,R00114,Michaelis-Menten, ,Km,L-Glutamine,0.00011499999999999999, ,-,M,Microbial metabolism in diverse environments,NADP+;L-Glutamate,3011766.0,"Matsuoka K, Kimura K: Glutamate synthase from Bacillus subtilis PCI 219, J Biochem 1986 (99) , 1087-100",Vmax*S/(Km+S),694,NADPH;H+;L-Glutamine;2-Oxoglutarate
25,53409,L-Glutamate + NADP+ = NADPH + 2-Oxoglutarate + L-Glutamine + H+,"[50 mM potassium phosphate, 50 mM potassium phosphate]",1.4.1.13,"[unknown, unknown, unknown, unknown, unknown, unknown, unknown]",P39812;O34399;P39812,-,wildtype,glutamate synthase (NADPH),Bacillus subtilis,30.0,7.8, , , ,R00114,Michaelis-Menten, ,concentration,L-Glutamine,4e-05,0.0004,-,M,Microbial metabolism in diverse environments,NADP+;L-Glutamate,3011766.0,"Matsuoka K, Kimura K: Glutamate synthase from Bacillus subtilis PCI 219, J Biochem 1986 (99) , 1087-100",Vmax*S/(Km+S),694,NADPH;H+;L-Glutamine;2-Oxoglutarate
26,53409,L-Glutamate + NADP+ = NADPH + 2-Oxoglutarate + L-Glutamine + H+,"[50 mM potassium phosphate, 50 mM potassium phosphate]",1.4.1.13,"[unknown, unknown, unknown, unknown, unknown, unknown, unknown]",P39812;O34399;P39812,-,wildtype,glutamate synthase (NADPH),Bacillus subtilis,30.0,7.8, , , ,R00114,Michaelis-Menten, ,Vmax, , , ,-,-,Microbial metabolism in diverse environments,NADP+;L-Glutamate,3011766.0,"Matsuoka K, Kimura K: Glutamate synthase from Bacillus subtilis PCI 219, J Biochem 1986 (99) , 1087-100",Vmax*S/(Km+S),694,NADPH;H+;L-Glutamine;2-Oxoglutarate
27,53410,L-Glutamate + NADP+ = NADPH + 2-Oxoglutarate + L-Glutamine + H+,"[50 mM potassium phosphate, 50 mM potassium phosphate]",1.4.1.13,"[unknown, unknown, unknown, unknown, unknown, unknown, unknown]",P39812;O34399;P39812,-,wildtype,glutamate synthase (NADPH),Bacillus subtilis,30.0,7.8, , , ,R00114,Competitive product inhibition, ,concentration,L-Glutamine,0.005, ,-,M,Microbial metabolism in diverse environments,NADP+;L-Glutamate,3011766.0,"Matsuoka K, Kimura K: Glutamate synthase from Bacillus subtilis PCI 219, J Biochem 1986 (99) , 1087-100",-,694,H+;L-Glutamine;NADPH;2-Oxoglutarate
28,53410,L-Glutamate + NADP+ = NADPH + 2-Oxoglutarate + L-Glutamine + H+,"[50 mM potassium phosphate, 50 mM potassium phosphate]",1.4.1.13,"[unknown, unknown, unknown, unknown, unknown, unknown, unknown]",P39812;O34399;P39812,-,wildtype,glutamate synthase (NADPH),Bacillus subtilis,30.0,7.8, , , ,R00114,Competitive product inhibition, ,Ki,NADP+,3.8e-05, ,-,M,Microbial metabolism in diverse environments,NADP+;L-Glutamate,3011766.0,"Matsuoka K, Kimura K: Glutamate synthase from Bacillus subtilis PCI 219, J Biochem 1986 (99) , 1087-100",-,694,H+;L-Glutamine;NADPH;2-Oxoglutarate
29,53410,L-Glutamate + NADP+ = NADPH + 2-Oxoglutarate + L-Glutamine + H+,"[50 mM potassium phosphate, 50 mM potassium phosphate]",1.4.1.13,"[unknown, unknown, unknown, unknown, unknown, unknown, unknown]",P39812;O34399;P39812,-,wildtype,glutamate synthase (NADPH),Bacillus subtilis,30.0,7.8, , , ,R00114,Competitive product inhibition, ,concentration,2-Oxoglutarate,0.005, ,-,M,Microbial metabolism in diverse environments,NADP+;L-Glutamate,3011766.0,"Matsuoka K, Kimura K: Glutamate synthase from Bacillus subtilis PCI 219, J Biochem 1986 (99) , 1087-100",-,694,H+;L-Glutamine;NADPH;2-Oxoglutarate
30,53411,L-Glutamate + NADP+ = NADPH + 2-Oxoglutarate + L-Glutamine + H+,"[50 mM potassium phosphate, 50 mM potassium phosphate]",1.4.1.13,"[unknown, unknown, unknown, unknown, unknown, unknown, unknown]",P39812;O34399;P39812,-,wildtype,glutamate synthase (NADPH),Bacillus subtilis,30.0,7.8, , , ,R00114,Noncompetitive product inhibition, ,concentration,L-Glutamine,0.005, ,-,M,Microbial metabolism in diverse environments,NADP+;L-Glutamate,3011766.0,"Matsuoka K, Kimura K: Glutamate synthase from Bacillus subtilis PCI 219, J Biochem 1986 (99) , 1087-100",-,694,2-Oxoglutarate;NADPH;L-Glutamine;H+
31,53411,L-Glutamate + NADP+ = NADPH + 2-Oxoglutarate + L-Glutamine + H+,"[50 mM potassium phosphate, 50 mM potassium phosphate]",1.4.1.13,"[unknown, unknown, unknown, unknown, unknown, unknown, unknown]",P39812;O34399;P39812,-,wildtype,glutamate synthase (NADPH),Bacillus subtilis,30.0,7.8, , , ,R00114,Noncompetitive product inhibition, ,concentration,NADPH,0.0001, ,-,M,Microbial metabolism in diverse environments,NADP+;L-Glutamate,3011766.0,"Matsuoka K, Kimura K: Glutamate synthase from Bacillus subtilis PCI 219, J Biochem 1986 (99) , 1087-100",-,694,2-Oxoglutarate;NADPH;L-Glutamine;H+
32,53411,L-Glutamate + NADP+ = NADPH + 2-Oxoglutarate + L-Glutamine + H+,"[50 mM potassium phosphate, 50 mM potassium phosphate]",1.4.1.13,"[unknown, unknown, unknown, unknown, unknown, unknown, unknown]",P39812;O34399;P39812,-,wildtype,glutamate synthase (NADPH),Bacillus subtilis,30.0,7.8, , , ,R00114,Noncompetitive product inhibition, ,Ki,NADP+,0.000205, ,-,M,Microbial metabolism in diverse environments,NADP+;L-Glutamate,3011766.0,"Matsuoka K, Kimura K: Glutamate synthase from Bacillus subtilis PCI 219, J Biochem 1986 (99) , 1087-100",-,694,2-Oxoglutarate;NADPH;L-Glutamine;H+
33,53411,L-Glutamate + NADP+ = NADPH + 2-Oxoglutarate + L-Glutamine + H+,"[50 mM potassium phosphate, 50 mM potassium phosphate]",1.4.1.13,"[unknown, unknown, unknown, unknown, unknown, unknown, unknown]",P39812;O34399;P39812,-,wildtype,glutamate synthase (NADPH),Bacillus subtilis,30.0,7.8, , , ,R00114,Noncompetitive product inhibition, ,Ki,NADP+,0.00024300000000000002, ,-,M,Microbial metabolism in diverse environments,NADP+;L-Glutamate,3011766.0,"Matsuoka K, Kimura K: Glutamate synthase from Bacillus subtilis PCI 219, J Biochem 1986 (99) , 1087-100",-,694,2-Oxoglutarate;NADPH;L-Glutamine;H+
34,53412,L-Glutamate + NADP+ = NADPH + 2-Oxoglutarate + L-Glutamine + H+,"[50 mM potassium phosphate, 50 mM potassium phosphate]",1.4.1.13,"[unknown, unknown, unknown, unknown, unknown, unknown, unknown]",P39812;O34399;P39812,-,wildtype,glutamate synthase (NADPH),Bacillus subtilis,30.0,7.8, , , ,R00114,Noncompetitive product inhibition, ,Ki,NADP+,4.2e-05, ,-,M,Microbial metabolism in diverse environments,NADP+;L-Glutamate,3011766.0,"Matsuoka K, Kimura K: Glutamate synthase from Bacillus subtilis PCI 219, J Biochem 1986 (99) , 1087-100",-,694,NADPH;L-Glutamine;2-Oxoglutarate;H+
35,53412,L-Glutamate + NADP+ = NADPH + 2-Oxoglutarate + L-Glutamine + H+,"[50 mM potassium phosphate, 50 mM potassium phosphate]",1.4.1.13,"[unknown, unknown, unknown, unknown, unknown, unknown, unknown]",P39812;O34399;P39812,-,wildtype,glutamate synthase (NADPH),Bacillus subtilis,30.0,7.8, , , ,R00114,Noncompetitive product inhibition, ,concentration,NADPH,0.0001, ,-,M,Microbial metabolism in diverse environments,NADP+;L-Glutamate,3011766.0,"Matsuoka K, Kimura K: Glutamate synthase from Bacillus subtilis PCI 219, J Biochem 1986 (99) , 1087-100",-,694,NADPH;L-Glutamine;2-Oxoglutarate;H+
36,53412,L-Glutamate + NADP+ = NADPH + 2-Oxoglutarate + L-Glutamine + H+,"[50 mM potassium phosphate, 50 mM potassium phosphate]",1.4.1.13,"[unknown, unknown, unknown, unknown, unknown, unknown, unknown]",P39812;O34399;P39812,-,wildtype,glutamate synthase (NADPH),Bacillus subtilis,30.0,7.8, , , ,R00114,Noncompetitive product inhibition, ,concentration,2-Oxoglutarate,1e-05, ,-,M,Microbial metabolism in diverse environments,NADP+;L-Glutamate,3011766.0,"Matsuoka K, Kimura K: Glutamate synthase from Bacillus subtilis PCI 219, J Biochem 1986 (99) , 1087-100",-,694,NADPH;L-Glutamine;2-Oxoglutarate;H+
37,53412,L-Glutamate + NADP+ = NADPH + 2-Oxoglutarate + L-Glutamine + H+,"[50 mM potassium phosphate, 50 mM potassium phosphate]",1.4.1.13,"[unknown, unknown, unknown, unknown, unknown, unknown, unknown]",P39812;O34399;P39812,-,wildtype,glutamate synthase (NADPH),Bacillus subtilis,30.0,7.8, , , ,R00114,Noncompetitive product inhibition, ,Ki,NADP+,4.3e-05, ,-,M,Microbial metabolism in diverse environments,NADP+;L-Glutamate,3011766.0,"Matsuoka K, Kimura K: Glutamate synthase from Bacillus subtilis PCI 219, J Biochem 1986 (99) , 1087-100",-,694,NADPH;L-Glutamine;2-Oxoglutarate;H+
38,53419,L-Glutamate + NADP+ = NADPH + 2-Oxoglutarate + L-Glutamine + H+,"[50 mM potassium phosphate, 50 mM potassium phosphate]",1.4.1.13,"[unknown, unknown, unknown, unknown, unknown, unknown, unknown, unknown]",P39812;O34399;P39812,-,wildtype,glutamate synthase (NADPH),Bacillus subtilis,30.0,7.8, , ,NAD+,R00114,Competitive inhibition, ,concentration,L-Glutamine,0.005, ,-,M,Microbial metabolism in diverse environments,L-Glutamate;NADP+,3011766.0,"Matsuoka K, Kimura K: Glutamate synthase from Bacillus subtilis PCI 219, J Biochem 1986 (99) , 1087-100",-,694,2-Oxoglutarate;H+;NADPH;L-Glutamine
39,53419,L-Glutamate + NADP+ = NADPH + 2-Oxoglutarate + L-Glutamine + H+,"[50 mM potassium phosphate, 50 mM potassium phosphate]",1.4.1.13,"[unknown, unknown, unknown, unknown, unknown, unknown, unknown, unknown]",P39812;O34399;P39812,-,wildtype,glutamate synthase (NADPH),Bacillus subtilis,30.0,7.8, , ,NAD+,R00114,Competitive inhibition, ,Ki,NAD+,0.00265, ,-,M,Microbial metabolism in diverse environments,L-Glutamate;NADP+,3011766.0,"Matsuoka K, Kimura K: Glutamate synthase from Bacillus subtilis PCI 219, J Biochem 1986 (99) , 1087-100",-,694,2-Oxoglutarate;H+;NADPH;L-Glutamine
40,53419,L-Glutamate + NADP+ = NADPH + 2-Oxoglutarate + L-Glutamine + H+,"[50 mM potassium phosphate, 50 mM potassium phosphate]",1.4.1.13,"[unknown, unknown, unknown, unknown, unknown, unknown, unknown, unknown]",P39812;O34399;P39812,-,wildtype,glutamate synthase (NADPH),Bacillus subtilis,30.0,7.8, , ,NAD+,R00114,Competitive inhibition, ,concentration,2-Oxoglutarate,0.005, ,-,M,Microbial metabolism in diverse environments,L-Glutamate;NADP+,3011766.0,"Matsuoka K, Kimura K: Glutamate synthase from Bacillus subtilis PCI 219, J Biochem 1986 (99) , 1087-100",-,694,2-Oxoglutarate;H+;NADPH;L-Glutamine
41,53420,L-Glutamate + NADP+ = NADPH + 2-Oxoglutarate + L-Glutamine + H+,"[50 mM potassium phosphate, 50 mM potassium phosphate]",1.4.1.13,"[unknown, unknown, unknown, unknown, unknown, unknown, unknown, unknown]",P39812;O34399;P39812,-,wildtype,glutamate synthase (NADPH),Bacillus subtilis,30.0,7.8, , ,NAD+,R00114,Noncompetitive inhibition, ,concentration,NADPH,0.0001, ,-,M,Microbial metabolism in diverse environments,L-Glutamate;NADP+,3011766.0,"Matsuoka K, Kimura K: Glutamate synthase from Bacillus subtilis PCI 219, J Biochem 1986 (99) , 1087-100",-,694,L-Glutamine;2-Oxoglutarate;NADPH;H+
42,53420,L-Glutamate + NADP+ = NADPH + 2-Oxoglutarate + L-Glutamine + H+,"[50 mM potassium phosphate, 50 mM potassium phosphate]",1.4.1.13,"[unknown, unknown, unknown, unknown, unknown, unknown, unknown, unknown]",P39812;O34399;P39812,-,wildtype,glutamate synthase (NADPH),Bacillus subtilis,30.0,7.8, , ,NAD+,R00114,Noncompetitive inhibition, ,Ki,NAD+,0.0137, ,-,M,Microbial metabolism in diverse environments,L-Glutamate;NADP+,3011766.0,"Matsuoka K, Kimura K: Glutamate synthase from Bacillus subtilis PCI 219, J Biochem 1986 (99) , 1087-100",-,694,L-Glutamine;2-Oxoglutarate;NADPH;H+
43,53420,L-Glutamate + NADP+ = NADPH + 2-Oxoglutarate + L-Glutamine + H+,"[50 mM potassium phosphate, 50 mM potassium phosphate]",1.4.1.13,"[unknown, unknown, unknown, unknown, unknown, unknown, unknown, unknown]",P39812;O34399;P39812,-,wildtype,glutamate synthase (NADPH),Bacillus subtilis,30.0,7.8, , ,NAD+,R00114,Noncompetitive inhibition, ,concentration,L-Glutamine,0.005, ,-,M,Microbial metabolism in diverse environments,L-Glutamate;NADP+,3011766.0,"Matsuoka K, Kimura K: Glutamate synthase from Bacillus subtilis PCI 219, J Biochem 1986 (99) , 1087-100",-,694,L-Glutamine;2-Oxoglutarate;NADPH;H+
44,53420,L-Glutamate + NADP+ = NADPH + 2-Oxoglutarate + L-Glutamine + H+,"[50 mM potassium phosphate, 50 mM potassium phosphate]",1.4.1.13,"[unknown, unknown, unknown, unknown, unknown, unknown, unknown, unknown]",P39812;O34399;P39812,-,wildtype,glutamate synthase (NADPH),Bacillus subtilis,30.0,7.8, , ,NAD+,R00114,Noncompetitive inhibition, ,Ki,NAD+,0.006670000000000001, ,-,M,Microbial metabolism in diverse environments,L-Glutamate;NADP+,3011766.0,"Matsuoka K, Kimura K: Glutamate synthase from Bacillus subtilis PCI 219, J Biochem 1986 (99) , 1087-100",-,694,L-Glutamine;2-Oxoglutarate;NADPH;H+
45,53421,L-Glutamate + NADP+ = NADPH + 2-Oxoglutarate + L-Glutamine + H+,"[50 mM potassium phosphate, 50 mM potassium phosphate]",1.4.1.13,"[unknown, unknown, unknown, unknown, unknown, unknown, unknown]",P39812;O34399;P39812,-,wildtype,glutamate synthase (NADPH),Bacillus subtilis,30.0,7.8, , , ,R00114,Noncompetitive product inhibition, ,concentration,NADPH,0.0001, ,-,M,Microbial metabolism in diverse environments,NADP+;L-Glutamate,3011766.0,"Matsuoka K, Kimura K: Glutamate synthase from Bacillus subtilis PCI 219, J Biochem 1986 (99) , 1087-100",-,694,2-Oxoglutarate;H+;NADPH;L-Glutamine
46,53421,L-Glutamate + NADP+ = NADPH + 2-Oxoglutarate + L-Glutamine + H+,"[50 mM potassium phosphate, 50 mM potassium phosphate]",1.4.1.13,"[unknown, unknown, unknown, unknown, unknown, unknown, unknown]",P39812;O34399;P39812,-,wildtype,glutamate synthase (NADPH),Bacillus subtilis,30.0,7.8, , , ,R00114,Noncompetitive product inhibition, ,Ki,L-Glutamate,0.12, ,-,M,Microbial metabolism in diverse environments,NADP+;L-Glutamate,3011766.0,"Matsuoka K, Kimura K: Glutamate synthase from Bacillus subtilis PCI 219, J Biochem 1986 (99) , 1087-100",-,694,2-Oxoglutarate;H+;NADPH;L-Glutamine
47,53421,L-Glutamate + NADP+ = NADPH + 2-Oxoglutarate + L-Glutamine + H+,"[50 mM potassium phosphate, 50 mM potassium phosphate]",1.4.1.13,"[unknown, unknown, unknown, unknown, unknown, unknown, unknown]",P39812;O34399;P39812,-,wildtype,glutamate synthase (NADPH),Bacillus subtilis,30.0,7.8, , , ,R00114,Noncompetitive product inhibition, ,Ki,L-Glutamate,0.0867, ,-,M,Microbial metabolism in diverse environments,NADP+;L-Glutamate,3011766.0,"Matsuoka K, Kimura K: Glutamate synthase from Bacillus subtilis PCI 219, J Biochem 1986 (99) , 1087-100",-,694,2-Oxoglutarate;H+;NADPH;L-Glutamine
48,53421,L-Glutamate + NADP+ = NADPH + 2-Oxoglutarate + L-Glutamine + H+,"[50 mM potassium phosphate, 50 mM potassium phosphate]",1.4.1.13,"[unknown, unknown, unknown, unknown, unknown, unknown, unknown]",P39812;O34399;P39812,-,wildtype,glutamate synthase (NADPH),Bacillus subtilis,30.0,7.8, , , ,R00114,Noncompetitive product inhibition, ,concentration,L-Glutamine,0.005, ,-,M,Microbial metabolism in diverse environments,NADP+;L-Glutamate,3011766.0,"Matsuoka K, Kimura K: Glutamate synthase from Bacillus subtilis PCI 219, J Biochem 1986 (99) , 1087-100",-,694,2-Oxoglutarate;H+;NADPH;L-Glutamine
